0,0
2,0.015625
2,0
3,0
4,0
4,0.015625
9,0
6,0.015625
12,0.015625
12,0
23,0.015625
14,0.015625
18,0.015625
17,0
16,0
17,0.015625
18,0.015625
16,0.015625
18,0.015625
22,0.015625
20,0.015625
21,0.015625
21,0.015625
27,0.015625
24,0.015625
26,0.015625
28,0.015625
39,0.03125
40,0.046875
38,0.046875
30,0.03125
29,0.03125
32,0.03125
31,0.03125
32,0.03125
34,0.015625
39,0.03125
47,0.046875
39,0.03125
35,0.03125
36,0.03125
37,0.015625
40,0.03125
40,0.03125
42,0.015625
57,0.03125
46,0.03125
41,0.03125
41,0.03125
46,0.03125
48,0.03125
47,0.046875
56,0.046875
47,0.03125
46,0.03125
53,0.046875
50,0.03125
56,0.046875
58,0.046875
61,0.046875
56,0.046875
60,0.03125
56,0.046875
59,0.03125
76,0.0625
61,0.046875
68,0.046875
56,0.0625
63,0.0625
65,0.046875
59,0.0625
60,0.046875
63,0.0625
67,0.046875
72,0.046875
66,0.046875
73,0.046875
73,0.0625
70,0.0625
75,0.046875
69,0.046875
68,0.046875
72,0.0625
77,0.046875
101,0.09375
83,0.078125
82,0.0625
77,0.0625
92,0.078125
79,0.0625
78,0.046875
84,0.078125
97,0.078125
84,0.0625
85,0.0625
85,0.09375
104,0.0625
88,0.078125
95,0.078125
99,0.0625
